Ticker,URL_Ticker,Cours_Actuel,Variation_Cours,Volume_Titres,Volume__,Ouverture,Plus_Haut,Plus_Bas,Cloture_Veille,Beta_1_An,RSI,Capital_Echange,Valorisation,1_Semaine_Plus_Haut,1_Semaine_Plus_Bas,1_Semaine_Variation,1_Mois_Plus_Haut,1_Mois_Plus_Bas,1_Mois_Variation,1er_Janvier_Plus_Haut,1er_Janvier_Plus_Bas,1er_Janvier_Variation,1_An_Plus_Haut,1_An_Plus_Bas,1_An_Variation,3_Ans_Plus_Haut,3_Ans_Plus_Bas,3_Ans_Variation,5_Ans_Plus_Haut,5_Ans_Plus_Bas,5_Ans_Variation
BOAN,BOAN.ne,5205.0,"-1,79%",4856.0,25275480.0,5290.0,5290.0,5205.0,5300.0,0.37,73.87,0.0002,108 264 M,3765.0,3700.0,0.4054,3765.0,3450.0,0.5094,3765.0,2455.0,0.9923000000000001,3765.0,2375.0,0.9331,3995.0,2150.0,0.41859999999999997,4500.0,2150.0,1.2889
