Ticker,URL_Ticker,Cours_Actuel,Variation_Cours,Volume_Titres,Volume_XOF,Ouverture,Plus_Haut,Plus_Bas,Cloture_Veille,Beta_1_An,RSI,Capital_Echange,Valorisation,1_Semaine_Plus_Haut,1_Semaine_Plus_Bas,1_Semaine_Variation,1_Mois_Plus_Haut,1_Mois_Plus_Bas,1_Mois_Variation,1er_Janvier_Plus_Haut,1er_Janvier_Plus_Bas,1er_Janvier_Variation,1_An_Plus_Haut,1_An_Plus_Bas,1_An_Variation,3_Ans_Plus_Haut,3_Ans_Plus_Bas,3_Ans_Variation,5_Ans_Plus_Haut,5_Ans_Plus_Bas,5_Ans_Variation
PRSC,PRSC.ci,4505.0,"-2,28%",203.0,914515.0,4610.0,4610.0,4505.0,4610.0,0.28,57.9,0.0,46131000000.0,4330.0,4075.0,0.0496,4500.0,3620.0,0.2314,5850.0,3620.0,0.17420000000000002,5850.0,2330.0,0.82,5850.0,1630.0,0.7170000000000001,5850.0,1630.0,0.6279
