Ticker,URL_Ticker,Cours_Actuel,Variation_Cours,Volume_Titres,Volume_XOF,Ouverture,Plus_Haut,Plus_Bas,Cloture_Veille,Beta_1_An,RSI,Capital_Echange,Valorisation,1_Semaine_Plus_Haut,1_Semaine_Plus_Bas,1_Semaine_Variation,1_Mois_Plus_Haut,1_Mois_Plus_Bas,1_Mois_Variation,1er_Janvier_Plus_Haut,1er_Janvier_Plus_Bas,1er_Janvier_Variation,1_An_Plus_Haut,1_An_Plus_Bas,1_An_Variation,3_Ans_Plus_Haut,3_Ans_Plus_Bas,3_Ans_Variation,5_Ans_Plus_Haut,5_Ans_Plus_Bas,5_Ans_Variation
ABJC,ABJC.ci,3135.0,"-0,32%",895.0,2805825.0,3150.0,3150.0,3135.0,3145.0,0.22,50.03,0.0001,34209000000.0,3525.0,2890.0,0.081,3525.0,2845.0,0.1,3920.0,2660.0,0.081,3920.0,1610.0,0.7178,3920.0,1080.0,1.6125,3920.0,1035.0,1.6568
